År;Månad;Dag;Timme;Temperatur;Effekt;Vind;Soltimmar
2017;2;15;8;-5,582474731;30,4359685;2,1;3481
2017;2;15;9;-3,135403528;25,11632348;3;3600
2017;2;15;10;-1,280906617;22,5551821;2,6;3600
2017;2;15;11;1,239605968;20,07250254;3,3;3600
2017;2;15;12;2,935596829;18,01837875;3,9;3600
2017;2;15;13;3,847560883;15,29638856;3,3;3600
2017;2;15;14;3,847560883;14,82548388;3,1;3600
2017;2;15;15;3,792929386;16,98847366;1,2;3600
2017;2;15;16;1,840477823;23,06017608;1,6;1788
2017;2;15;17;-0,83373266;29,42437287;1,8;0
2017;2;15;18;-2,12358343;28,67321879;0,8;0
2017;2;15;19;-2,262149811;26,01514412;1,7;0
2017;2;15;20;-2,262149811;25,12363584;1,4;0
2017;2;15;21;-2,262149811;25,0786326;1,6;0
2017;2;15;22;-2,262149811;25,43422613;1,2;0
2017;2;15;23;-2,262149811;26,21064291;1,6;0
2017;2;16;0;-2,68890665;26,37772666;1,3;0
2017;2;16;1;-3,287555695;26,1316997;1,1;0
2017;2;16;2;-3,287555695;26,14981232;3,3;0
2017;2;16;3;-3,594282465;25,96148111;1,5;0
2017;2;16;4;-4,319065094;26,30784985;2,1;0
2017;2;16;5;-4,319065094;26,85950446;1,2;0
2017;2;16;6;-4,176857483;29,09500368;1,9;0
2017;2;16;7;-3,287555695;28,54454193;3,7;146
2017;2;16;8;-2,918155504;27,51898184;3,2;912
2017;2;16;9;-1,42589056;24,33250443;3,2;113
2017;2;16;10;-0,074943092;21,79032315;2,6;3514
2017;2;16;11;1,53805237;20,61022436;3,2;1292
2017;2;16;12;2,272780504;21,73471514;2,6;336
2017;2;16;13;1,979623206;22,44318031;2,1;0
2017;2;16;14;2,373853109;19,76407591;2;10
2017;2;16;15;2,814525604;21,46873195;1,5;0
2017;2;16;16;2,012441486;22,06168515;1,2;0
2017;2;16;17;1,810482025;23,7822042;1,6;0
2017;2;16;18;1,810482025;24,13821786;4,1;0
2017;2;16;19;1,810482025;23,23511327;3,9;0
2017;2;16;20;1,810482025;22,07100951;4,7;0
2017;2;16;21;1,810482025;21,76898498;4,1;0
2017;2;16;22;1,810482025;20,63353295;4,1;0
2017;2;16;23;1,810482025;19,74788641;2,8;0
2017;2;17;0;1,810482025;18,30448096;3,6;0
2017;2;17;1;1,440810833;19,31209005;4,4;0
2017;2;17;2;0,778972626;22,10434481;4;0
2017;2;17;3;0,778972626;22,4082193;4,5;0
2017;2;17;4;0,778972626;21,23987629;3,8;0
2017;2;17;5;0,778972626;21,51208357;3;0
2017;2;17;6;0,778972626;23,48044484;3,6;0
2017;2;17;7;-0,014274793;25,16890836;4,2;0
2017;2;17;8;-0,225070953;24,84948954;4,1;0
2017;2;17;9;0,155087278;17,82447061;3,5;1095
2017;2;17;10;2,202874268;17,26565736;3,5;3386
2017;2;17;11;4,868293831;17,97748353;3,4;3600
2017;2;17;12;6,671753465;16,79246728;3,3;3600
2017;2;17;13;6,923782349;16,07952213;3,9;3600
2017;2;17;14;6,923782349;15,95796558;1,6;3600
2017;2;17;15;6,923782349;16,34403949;1,5;3600
2017;2;17;16;6,016761358;18,63237616;3,2;2019
2017;2;17;17;2,768191903;20,61271068;2,5;0
2017;2;17;18;0,369544559;20,39175036;3,4;0
2017;2;17;19;-0,554074188;22,9186062;2;0
2017;2;17;20;-1,223011017;22,44579117;1,6;0
2017;2;17;21;-1,946836133;24,83862032;1,9;0
2017;2;17;22;-2,262149811;26,44298068;2,4;0
2017;2;17;23;-2,262149811;25,25025255;2,3;0
2017;2;18;0;-2,262149811;24,13876028;1,5;0
2017;2;18;1;-2,852849397;25,74198482;1,6;0
2017;2;18;2;-3,287555695;24,65063612;2,7;0
2017;2;18;3;-3,781737235;24,36369656;2,9;0
2017;2;18;4;-4,319065094;25,69061423;2,4;0
2017;2;18;5;-4,319065094;26,27902154;3;0
2017;2;18;6;-4,319065094;26,39053862;2,5;0
2017;2;18;7;-4,319065094;26,07528418;1,5;1264
2017;2;18;8;-3,822689591;25,27952038;2,9;3600
2017;2;18;9;-1,772319183;22,68605888;3,2;3600
2017;2;18;10;0,471114052;20,70888604;4,1;3600
2017;2;18;11;2,283655411;20,12042465;5,3;1525
2017;2;18;12;2,814525604;19,98138554;4,7;1866
2017;2;18;13;2,814525604;20,63403873;3,5;3081
2017;2;18;14;2,814525604;20,2003222;3,5;3426
2017;2;18;15;2,36807177;20,58169757;5,4;1523
2017;2;18;16;1,810482025;21,23966944;4,4;0
2017;2;18;17;0,960281033;22,63034122;4,9;0
2017;2;18;18;0,778972626;22,40661254;7,1;0
2017;2;18;19;0,778972626;21,42796991;7,7;0
2017;2;18;20;0,778972626;21,44916171;6,2;0
2017;2;18;21;0,778972626;21,13966451;5,5;0
2017;2;18;22;0,778972626;20,01548028;5,9;0
2017;2;18;23;1,519874309;19,32281772;6,4;0
2017;2;19;0;2,43332261;17,79922995;6,8;0
2017;2;19;1;2,969052473;17,77455814;8,7;0
2017;2;19;2;3,847560883;17,08409462;8,3;0
2017;2;19;3;3,847560883;16,62454078;9,5;0
2017;2;19;4;3,847560883;16,43804218;8,6;0
2017;2;19;5;3,847560883;16,22548851;8,7;0
2017;2;19;6;3,847560883;16,53536117;8;0
2017;2;19;7;3,847560883;15,7303757;8,6;0
2017;2;19;8;4,508435475;16,45970816;8;46
2017;2;19;9;4,851604462;17,1323247;7,5;68
2017;2;19;10;5,240101195;19,27287173;7,4;0
2017;2;19;11;5,884643555;17,82098935;7,9;24
2017;2;19;12;6,360949278;17,03391898;7,5;145
2017;2;19;13;6,888687134;16,12773012;7,1;258
2017;2;19;14;6,888687134;16,29336792;6,7;250
2017;2;19;15;6,389310999;16,41188052;8,4;1821
2017;2;19;16;5,884643555;17,40133526;6,9;0
2017;2;19;17;5,884643555;18,42134429;7,7;0
2017;2;19;18;5,443924687;18,59949152;5,7;0
2017;2;19;19;4,669304174;18,58495882;6,3;0
2017;2;19;20;3,847560883;18,96785715;5,7;0
2017;2;19;21;3,382959292;20,53428355;6,7;0
2017;2;19;22;2,814525604;19,21911663;6;0
2017;2;19;23;2,814525604;17,45018973;6;0
2017;2;20;0;2,814525604;18,0813034;8;0
2017;2;20;1;2,814525604;18,34009338;6,8;0
2017;2;20;2;2,814525604;17,28509999;6,5;0
2017;2;20;3;2,814525604;17,39253812;5;0
2017;2;20;4;2,814525604;18,40509207;2,9;0
2017;2;20;5;2,814525604;19,61008224;5,5;0
2017;2;20;6;2,814525604;20,89965259;5,5;0
2017;2;20;7;2,814525604;20,61603655;4,1;0
2017;2;20;8;3,771743554;19,96500463;4,6;0
2017;2;20;9;4,498695416;18,89480473;3,9;0
2017;2;20;10;4,851923843;18,19021183;3,7;0
2017;2;20;11;5,884643555;18,29697821;3;0
2017;2;20;12;5,884643555;18,30990566;3,3;0
2017;2;20;13;5,884643555;17,87582419;3,6;0
2017;2;20;14;5,884643555;18,70526526;3,9;0
2017;2;20;15;5,884643555;18,01437007;3,3;0
2017;2;20;16;5,543280378;17,74279884;1,9;0
2017;2;20;17;3,269896869;19,30524465;2,7;0
2017;2;20;18;1,83154407;18,45005129;2,3;0
2017;2;20;19;1,810482025;17,18756202;0;0
2017;2;20;20;1,810482025;17,48411618;0;0
2017;2;20;21;1,810482025;18,44487357;0;0
2017;2;20;22;1,810482025;18,21821071;0;0
2017;2;20;23;1,572640886;21,16067325;2,5;0
2017;2;21;0;0,778972626;21,00359088;2,9;0
2017;2;21;1;0,778972626;20,19487936;2,5;0
2017;2;21;2;0,778972626;20,56580982;2,8;0
2017;2;21;3;0,778972626;20,50887465;2;0
2017;2;21;4;0,476585937;21,95216353;1,8;0
2017;2;21;5;-0,225070953;22,28124472;1,8;0
2017;2;21;6;-0,225070953;23,73762637;2,6;0
2017;2;21;7;-0,225070953;23,8103263;1,9;0
2017;2;21;8;-0,225070953;23,47925917;1,7;0
2017;2;21;9;-0,225070953;24,0429033;1,5;0
2017;2;21;10;0,457191719;25,74400764;1,7;0
2017;2;21;11;1,339616895;24,39957316;1,7;0
2017;2;21;12;1,373159319;23,25100928;1,9;1343
2017;2;21;13;0,743877411;22,97328853;2,2;1422
2017;2;21;14;0,743877411;23,40365599;1,7;3600
2017;2;21;15;0,347163896;22,0812754;1;3600
2017;2;21;16;-0,917662693;23,3436195;0,9;2648
2017;2;21;17;-3,066131175;27,12386378;1;0
2017;2;21;18;-4,450705514;29,0913332;0,9;0
2017;2;21;19;-5,358203888;28,20672352;0,7;0
2017;2;21;20;-6,276770771;32,91503639;0;0
2017;2;21;21;-6,391242981;30,46924884;0;0
2017;2;21;22;-7,346857633;28,58740771;0;0
2017;2;21;23;-7,28391972;27,0102043;1,1;0
2017;2;22;0;-5,150700964;25,9277357;0,5;0
2017;2;22;1;-3,754831078;23,11314803;1,4;0
2017;2;22;2;-3,328754425;20,97645895;2,3;0
2017;2;22;3;-2,731761197;20,44733427;3;0
2017;2;22;4;-2,160878058;19,18761434;2,7;0
2017;2;22;5;-1,293201447;16,75465111;1,9;0
2017;2;22;6;-1,122117605;20,09613943;1,5;0
2017;2;22;7;-0,260166168;23,81899592;1,4;0
2017;2;22;8;-0,260166168;25,01567652;2,2;0
2017;2;22;9;0,464024249;21,55225315;2,5;0
2017;2;22;10;1,11206982;19,39971887;2,2;0
2017;2;22;11;2,269691688;24,25305439;2,9;0
2017;2;22;12;2,779430389;23,32147791;8,5;0
2017;2;22;13;2,216720301;21,15048114;7,7;0
2017;2;22;14;2,600616364;20,80141728;7,5;0
2017;2;22;15;1,77538681;22,21666414;7,1;0
2017;2;22;16;1,77538681;21,02546679;7,6;0
2017;2;22;17;1,77538681;20,56554153;5,1;0
2017;2;22;18;1,77538681;18,62338266;5,4;0
2017;2;22;19;1,77538681;18,38678003;4,9;0
2017;2;22;20;1,77538681;19,71711568;3,2;0
2017;2;22;21;1,77538681;19,68989893;4,9;0
2017;2;22;22;1,471494112;18,94757901;3,8;0
2017;2;22;23;0,273925331;19,13613704;3,6;0
2017;2;23;0;-0,260166168;24,06207971;3,2;0
2017;2;23;1;-0,260166168;22,59303505;4,2;0
2017;2;23;2;-0,260166168;19,61433728;4,6;0
2017;2;23;3;-0,260166168;19,94186227;5,8;0
2017;2;23;4;-1,083770761;22,12133766;7,1;0
2017;2;23;5;-1,860362795;23,10764744;5,6;0
2017;2;23;6;-2,833896673;25,5493871;4,6;0
2017;2;23;7;-3,328754425;22,43231769;5,4;2224
2017;2;23;8;-3,028298086;21,98857057;6,1;3600
2017;2;23;9;-2,253315051;21,3599165;7,9;3600
2017;2;23;10;-1,293201447;19,71648888;9,1;3524
2017;2;23;11;-0,509981359;19,83751182;6,8;2912
2017;2;23;12;-0,260166168;19,89158663;8,2;29
2017;2;23;13;-0,260166168;17,73941062;6;0
2017;2;23;14;-0,260166168;17,98538955;5,8;2968
2017;2;23;15;-0,260166168;18,65028018;4,1;3600
2017;2;23;16;-0,384346129;20,34157678;2,4;1153
2017;2;23;17;-1,95762532;21,5684453;2,3;0
2017;2;23;18;-3,032158051;22,85125281;3;0
2017;2;23;19;-3,859705916;28,17584503;3,1;0
2017;2;23;20;-4,493607064;30,89134002;3,3;0
2017;2;23;21;-5,428398132;28,61038914;2,3;0
2017;2;23;22;-6,138357654;29,03857813;3,4;0
2017;2;23;23;-6,461433411;27,90299043;3;0
2017;2;24;0;-6,437707562;26,27665643;3,3;0
2017;2;24;1;-5,393302917;27,51197595;1,7;0
2017;2;24;2;-5,393302917;24,9373811;2,1;0
2017;2;24;3;-5,854087729;24,80064103;1,6;0
2017;2;24;4;-6,780875466;25,44109537;1,8;0
2017;2;24;5;-7,430381775;24,44687416;3,9;0
2017;2;24;6;-7,430381775;29,54390951;3,9;0
2017;2;24;7;-7,430381775;33,27379928;3,7;2805
2017;2;24;8;-7,05180798;33,43081001;5,2;3600
2017;2;24;9;-4,705462606;27,27597226;4,4;3600
2017;2;24;10;-1,933841084;25,77990145;5;3600
2017;2;24;11;-0,644040069;24,89148678;6,4;3600
2017;2;24;12;-0,260166168;23,45532738;6,3;3600
2017;2;24;13;-0,260166168;21,40766985;8;3600
2017;2;24;14;-0,125479858;18,73676138;6,9;3600
2017;2;24;15;0,743877411;17,88744818;7,1;3600
2017;2;24;16;0,360311846;20,35518878;6,3;3145
2017;2;24;17;-0,797124993;23,31160133;6,7;0
2017;2;24;18;-1,844081392;23,45816401;7;0
2017;2;24;19;-2,297245026;26,51726882;6;0
2017;2;24;20;-2,297245026;28,0867548;4,6;0
2017;2;24;21;-2,297245026;26,63219711;4,9;0
2017;2;24;22;-2,297245026;26,50660601;5,1;0
2017;2;24;23;-2,551490889;25,29431104;4,6;0
2017;2;25;0;-3,328754425;23,72028254;4,4;0
2017;2;25;1;-3,328754425;24,21272462;5,3;0
2017;2;25;2;-3,328754425;24,68660948;4,3;0
2017;2;25;3;-3,328754425;24,79630519;4,7;0
2017;2;25;4;-3,926877095;25,31201566;4,9;0
2017;2;25;5;-4,354160309;25,67180399;4,7;0
2017;2;25;6;-4,880672953;27,51547366;4,1;0
2017;2;25;7;-5,358203888;29,40523907;3,9;3100
2017;2;25;8;-5,061558655;26,94269427;4,8;3600
2017;2;25;9;-3,602840654;24,77425203;3,7;3600
2017;2;25;10;-1,380724326;23,30494136;4,9;3600
2017;2;25;11;0,25325821;22,50447611;3,9;3600
2017;2;25;12;0,743877411;20,92433996;3,9;3600
2017;2;25;13;0,743877411;17,76668498;5,3;3600
2017;2;25;14;0,743877411;18,32566849;3,2;3600
2017;2;25;15;0,743877411;19,59000537;4,8;2368
2017;2;25;16;0,743877411;19,97217821;1,8;0
2017;2;25;17;-0,195184468;23,92943872;1,7;0
2017;2;25;18;-0,260166168;23,20491776;1,3;0
2017;2;25;19;-0,260166168;23,00460947;2,4;0
2017;2;25;20;-0,260166168;22,02347697;2,3;0
2017;2;25;21;-0,260166168;20,73178419;2,9;0
2017;2;25;22;-0,260166168;22,18119678;1,6;0
2017;2;25;23;-0,260166168;22,38013494;1,7;0
2017;2;26;0;-0,260166168;20,75218471;2,9;0
2017;2;26;1;-0,260166168;19,64562716;2,2;0
2017;2;26;2;-0,260166168;21,24873278;1,5;0
2017;2;26;3;-0,260166168;21,60778022;1,1;0
2017;2;26;4;-0,260166168;21,34760108;1,4;0
2017;2;26;5;-0,260166168;20,41369408;2,3;0
2017;2;26;6;0,533202015;20,35878727;1,1;0
2017;2;26;7;0,968773394;21,69036193;2;0
2017;2;26;8;1,77538681;21,54819595;1,4;0
2017;2;26;9;1,937999619;19,31939444;2,7;0
2017;2;26;10;3,39603838;17,16412564;3,5;0
2017;2;26;11;2,814525604;18,09153026;2,4;0
2017;2;26;12;2,92674767;19,68062766;2,7;0
2017;2;26;13;3,805089933;20,24199515;1,3;0
2017;2;26;14;2,814525604;19,9576536;1,9;0
2017;2;26;15;3,25987773;19,61465444;1,6;0
2017;2;26;16;2,696609053;20,61646694;1,3;0
2017;2;26;17;0,956052025;23,21887801;1;0
2017;2;26;18;-0,500161648;25,14171897;0,9;0
2017;2;26;19;-1,875330587;25,01638269;0,9;0
2017;2;26;20;-3,607228394;25,52845474;0;0
2017;2;26;21;-4,581614402;26,68560855;0;0
2017;2;26;22;-5,323108673;26,01616883;0;0
2017;2;26;23;-4,679319835;23,77460846;0;0
2017;2;27;0;-3,233287662;25,22123417;0;0
2017;2;27;1;-2,262149811;24,75062438;1,3;0
2017;2;27;2;-2,262149811;23,98322111;1,3;0
2017;2;27;3;-2,262149811;23,5745661;1;0
2017;2;27;4;-2,262149811;21,60465767;1,4;0
2017;2;27;5;-2,262149811;21,35915764;1,6;0
2017;2;27;6;-2,262149811;23,07910234;1,1;0
2017;2;27;7;-1,761088835;23,89139447;1,3;0
2017;2;27;8;-1,082088212;23,15709693;1,6;0
2017;2;27;9;-0,053095022;20,69521926;1,4;0
2017;2;27;10;1,294128477;19,87599506;1,9;0
2017;2;27;11;2,557012691;20,77902692;2,5;0
2017;2;27;12;3,308427519;20,21933013;1,9;0
2017;2;27;13;3,847560883;18,09214151;0,8;0
2017;2;27;14;4,815904298;17,50997564;1,1;0
2017;2;27;15;4,851604462;17,28908121;1,3;0
2017;2;27;16;4,851604462;18,69444148;0,8;0
2017;2;27;17;4,851604462;20,1784838;0,6;0
2017;2;27;18;4,851604462;19,20394623;0,7;0
2017;2;27;19;4,780038188;18,3682545;0,6;0
2017;2;27;20;3,847560883;18,41565317;1,2;0
2017;2;27;21;3,847560883;17,4898861;0,7;0
2017;2;27;22;3,847560883;17,27533294;1,3;0
2017;2;27;23;3,847560883;17,03264453;1,1;0
2017;2;28;0;3,847560883;17,6582839;1,4;0
2017;2;28;1;3,847560883;16,77113422;1,6;0
2017;2;28;2;3,847560883;16,60853312;1,8;0
2017;2;28;3;3,847560883;16,58558868;1,6;0
2017;2;28;4;3,847560883;17,60246662;1,6;0
2017;2;28;5;3,847560883;19,0347265;1,7;0
2017;2;28;6;3,218471094;20,02038274;1,7;0
2017;2;28;7;2,814525604;20,30692465;1,4;0
2017;2;28;8;2,882458291;21,23959474;2,4;0
2017;2;28;9;3,847560883;20,42204464;2,4;14
2017;2;28;10;3,847560883;20,24925099;1,6;0
2017;2;28;11;4,120059984;19,60927118;1,9;0
2017;2;28;12;5,680317892;17,93512772;1,2;0
2017;2;28;13;5,230417315;19,08392195;1;11
2017;2;28;14;4,851604462;20,08080923;1,2;704
2017;2;28;15;4,851604462;20,08912842;0,8;241
2017;2;28;16;4,851604462;20,07924524;1;0
2017;2;28;17;4,232410229;19,51900123;1,2;0
2017;2;28;18;3,162307548;20,03467742;2,3;0
2017;2;28;19;2,814525604;19,90715977;1;0
2017;2;28;20;1,866750937;20,19968124;1,2;0
2017;2;28;21;0,778972626;20,93373881;1,7;0
2017;2;28;22;0,778972626;19,82659375;1,3;0
2017;2;28;23;0,778972626;20,11005362;1,4;0
2017;3;1;0;0,778972626;18,9381282;1,4;0
2017;3;1;1;0,778972626;19,10054975;1,4;0
2017;3;1;2;0,778972626;20,08525489;1;0
2017;3;1;3;0,11214796;22,02409784;1,9;0
2017;3;1;4;-0,225070953;21,9022423;2;0
2017;3;1;5;-0,225070953;21,50563117;1,2;0
2017;3;1;6;-0,225070953;23,30809274;2,1;0
2017;3;1;7;-0,173141819;22,48574471;2,8;669
2017;3;1;8;0,778972626;22,90846679;2,7;314
2017;3;1;9;1,407082481;22,40539953;1,9;2974
2017;3;1;10;2,348904299;19,8857278;2,9;3560
2017;3;1;11;2,814525604;18,90283228;2,5;2155
2017;3;1;12;3,836745291;18,35058483;2,6;1367
2017;3;1;13;3,847560883;20,25365917;2,5;0
2017;3;1;14;3,847560883;20,39868133;2,5;0
2017;3;1;15;4,833666666;19,492291;2,8;527
2017;3;1;16;4,142116032;19,295836;3,1;155
2017;3;1;17;3,362821418;18,54612373;2,6;0
2017;3;1;18;2,814525604;19,21469772;2,6;0
2017;3;1;19;2,814525604;19,65862218;1,3;0
2017;3;1;20;1,887294984;20,88451935;3,3;0
2017;3;1;21;1,810482025;20,50460109;2,1;0
2017;3;1;22;1,810482025;19,68575715;2,7;0
2017;3;1;23;1,810482025;19,03132768;4,3;0
2017;3;2;0;1,810482025;17,78764112;5,4;0
2017;3;2;1;1,810482025;17,34450791;3,7;0
2017;3;2;2;1,234124429;20,53013751;3,8;0
2017;3;2;3;0,778972626;23,69321957;3,1;0
2017;3;2;4;0,778972626;20,8156213;2,8;0
2017;3;2;5;0,778972626;17,93188769;2,5;0
2017;3;2;6;0,778972626;21,27683043;4;0
2017;3;2;7;1,681940195;21,60596841;4,4;0
2017;3;2;8;1,810482025;20,37543185;6,2;0
2017;3;2;9;2,500260801;19,90923702;6,3;0
2017;3;2;10;2,814525604;19,34297693;4,6;197
2017;3;2;11;3,625758739;17,21584361;5,9;1642
2017;3;2;12;4,34665477;17,04856234;5,8;1225
2017;3;2;13;3,847560883;19,01585918;4,7;2948
2017;3;2;14;4,781392252;18,36960079;3,8;825
2017;3;2;15;4,499837515;18,5282236;3,7;1838
2017;3;2;16;3,429694956;19,95119026;1,4;2470
2017;3;2;17;1,26512943;21,23454734;3;0
2017;3;2;18;-0,418686753;20,59955233;1,9;0
2017;3;2;19;-1,258106232;21,84641613;1,3;0
2017;3;2;20;-1,380384237;22,60833906;1,5;0
2017;3;2;21;-2,262149811;23,64444166;1,3;0
2017;3;2;22;-1,555030924;21,96597179;1,3;0
2017;3;2;23;-1,258106232;21,11075561;1,3;0
2017;3;3;0;-0,405510364;21,32766163;0,9;0
2017;3;3;1;-0,225070953;21,86011335;2;0
2017;3;3;2;-0,225070953;20,77433207;0;0
2017;3;3;3;-0,225070953;19,3009678;0,5;0
2017;3;3;4;-0,113139059;19,79395411;0;0
2017;3;3;5;0,778972626;20,49578652;0,6;0
2017;3;3;6;0,778972626;22,36555371;1,1;0
2017;3;3;7;0,778972626;22,35714339;1,6;0
2017;3;3;8;1,661445249;21,18746883;2,2;0
2017;3;3;9;2,370033559;20,38470364;1,1;0
2017;3;3;10;2,919749717;20,54292784;2,5;0
2017;3;3;11;4,244741;20,1744118;1,8;0
2017;3;3;12;3,847560883;20,64099779;1,8;0
2017;3;3;13;3,847560883;20,86523653;1,5;0
2017;3;3;14;3,847560883;18,27836827;0;0
2017;3;3;15;3,847560883;18,40760616;0;0
2017;3;3;16;3,464227317;20,11796874;0;38
2017;3;3;17;1,812055306;20,48571926;0;145
2017;3;3;18;1,810482025;19,93957207;0;0
2017;3;3;19;1,252124268;21,1937721;0;0
2017;3;3;20;0,778972626;24,3238838;0;0
2017;3;3;21;0,778972626;23,13000123;0;0
2017;3;3;22;0,778972626;21,83197604;0,6;0
2017;3;3;23;0,778972626;21,64255634;0;0
2017;3;4;0;0,778972626;19,52341134;0;0
2017;3;4;1;0,778972626;19,29561917;1,2;0
2017;3;4;2;0,778972626;19,90923595;1;0
2017;3;4;3;0,778972626;19,65670681;1,2;0
2017;3;4;4;0,540243973;20,34872824;2,5;0
2017;3;4;5;-0,225070953;20,75288975;2,9;0
2017;3;4;6;-0,225070953;22,60715841;3;0
2017;3;4;7;-0,225070953;22,75607526;3;0
2017;3;4;8;-0,225070953;20,56720497;4;0
2017;3;4;9;-0,225070953;21,14437774;3,9;0
2017;3;4;10;-0,225070953;22,96574431;4,7;0
2017;3;4;11;-0,225070953;22,9854964;3;0
2017;3;4;12;-0,225070953;17,71099011;3,2;0
2017;3;4;13;-0,225070953;22,84965928;4,1;0
2017;3;4;14;-0,225070953;24,78680536;3,6;0
2017;3;4;15;-0,225070953;24,02852855;4,6;0
2017;3;4;16;-0,51893936;25,12687768;5;0
2017;3;4;17;-1,258106232;25,27911959;3,5;0
2017;3;4;18;-1,258106232;23,42349507;4,8;0
2017;3;4;19;-1,40141644;23,9637563;4,7;0
2017;3;4;20;-2,262149811;24,01259681;5;0
2017;3;4;21;-2,566421347;24,55751581;4,7;0
2017;3;4;22;-3,287555695;25,35464629;5,2;0
2017;3;4;23;-3,287555695;26,02311576;3,6;0
2017;3;5;0;-3,350727909;24,70619229;3,9;0
2017;3;5;1;-4,319065094;25,82979921;2,9;0
2017;3;5;2;-4,319065094;24,9109055;3,3;0
2017;3;5;3;-4,319065094;25,32504953;3,6;0
2017;3;5;4;-4,319065094;26,72836944;4,1;0
2017;3;5;5;-4,319065094;26,27361711;3,6;0
2017;3;5;6;-4,319065094;25,41091161;4;0
2017;3;5;7;-4,319065094;24,4504562;5,4;0
2017;3;5;8;-3,583845882;25,615837;6,7;24
2017;3;5;9;-2,82088892;24,44093008;7,1;707
2017;3;5;10;-1,54208685;23,7644897;6,5;155
2017;3;5;11;-1,258106232;24,26472341;6,3;635
2017;3;5;12;-1,258106232;22,89007005;6;343
2017;3;5;13;-1,258106232;20,93761557;6,6;132
2017;3;5;14;-1,258106232;21,7460777;6,1;2029
2017;3;5;15;-1,258106232;20,91961409;6,7;2638
2017;3;5;16;-1,258106232;23,93587004;5,9;252
2017;3;5;17;-1,539162573;27,8444762;5,8;0
2017;3;5;18;-2,516415436;27,67371627;5;0
2017;3;5;19;-3,287555695;28,24678061;5,9;0
2017;3;5;20;-4,139006533;26,97849905;4,2;0
2017;3;5;21;-4,726103803;27,28142612;4,1;0
2017;3;5;22;-5,323108673;26,85000136;4,1;0
2017;3;5;23;-5,323108673;27,44648214;4,4;0
2017;3;6;0;-5,323108673;27,2876184;4,5;0
2017;3;6;1;-5,782417392;27,61968361;5,1;0
2017;3;6;2;-6,356143951;27,42482898;4,2;0
2017;3;6;3;-6,356143951;27,15717494;4,3;0
2017;3;6;4;-6,356143951;27,43893533;3,7;0
2017;3;6;5;-6,356143951;27,90572678;4,5;0
2017;3;6;6;-6,356143951;30,26100354;3,9;0
2017;3;6;7;-5,812548736;31,3816399;5,1;468
2017;3;6;8;-4,439866876;27,55896691;5,6;535
2017;3;6;9;-3,134696299;25,16746059;4,7;205
2017;3;6;10;-1,514654556;24,719824;7,4;1596
2017;3;6;11;-0,864004284;23,7784238;5,4;2373
2017;3;6;12;-0,189975739;23,62590529;7,7;2349
2017;3;6;13;-0,189975739;22,82216374;8,8;3332
2017;3;6;14;-0,189975739;21,51805542;7,1;3546
2017;3;6;15;-0,189975739;23,19116274;7,9;837
2017;3;6;16;-0,509260257;23,84445477;7,2;0
2017;3;6;17;-1,73743177;25,63273311;7,3;0
2017;3;6;18;-2,760348956;27,3669802;4,5;0
2017;3;6;19;-3,658880741;26,23680419;2,9;0
2017;3;6;20;-4,319065094;26,65801395;3,3;0
2017;3;6;21;-5,000672628;30,58641712;3,8;0
2017;3;6;22;-5,323108673;29,54044041;3,8;0
2017;3;6;23;-5,323108673;28,88259994;4,2;0
2017;3;7;0;-5,323108673;27,93709462;4,2;0
2017;3;7;1;-5,323108673;27,84775986;4,5;0
2017;3;7;2;-5,830145057;26,13171511;3,3;0
2017;3;7;3;-6,356143951;27,03102706;4,1;0
2017;3;7;4;-6,356143951;26,22796189;4,9;0
2017;3;7;5;-6,356143951;25,6503238;3,3;0
2017;3;7;6;-6,073155702;31,50548886;4;0
2017;3;7;7;-5,27115388;30,97907227;2,7;0
2017;3;7;8;-3,710294894;27,15636406;3,2;0
2017;3;7;9;-2,793195555;25,58984986;3,7;0
2017;3;7;10;-2,262149811;26,34407516;4,1;0
2017;3;7;11;-2,224379923;25,97809836;4,2;0
2017;3;7;12;-1,258106232;24,93112171;4,2;0
2017;3;7;13;-0,47851382;24,78831814;3,9;0
2017;3;7;14;-0,598693505;27,36081184;3,9;0
2017;3;7;15;-1,293201447;26,69891565;3,6;0
2017;3;7;16;-1,307719917;24,9634589;2,8;0
2017;3;7;17;-2,297245026;28,41946071;3,7;0
2017;3;7;18;-2,297245026;26,86327142;3,3;0
2017;3;7;19;-2,297245026;27,26676976;3,2;0
2017;3;7;20;-2,297245026;26,7211055;2,8;0
2017;3;7;21;-2,297245026;26,53183521;2,5;0
2017;3;7;22;-2,297245026;24,93394805;3,1;0
2017;3;7;23;-2,297245026;23,24876967;2,5;0
2017;3;8;0;-2,297245026;23,30127381;2,2;0
2017;3;8;1;-2,297245026;23,51685299;2,2;0
2017;3;8;2;-2,297245026;24,4190842;2,4;0
2017;3;8;3;-2,297245026;25,06655516;3,1;0
2017;3;8;4;-2,297245026;25,46223533;3;0
2017;3;8;5;-2,297245026;24,4520855;2,3;0
2017;3;8;6;-2,297245026;27,25055755;2,5;0
2017;3;8;7;-2,297245026;26,55407255;2,3;0
2017;3;8;8;-2,173540721;25,1621146;2,6;0
2017;3;8;9;-1,188477209;25,05772513;3,1;0
2017;3;8;10;0,420459635;24,81128561;4,2;0
2017;3;8;11;0,743877411;23,30040227;4,3;0
2017;3;9;2;-2,297245026;23,22561842;1,8;0
2017;3;9;3;-2,288151459;23,22252209;1,3;0
